mass,success,t_exp,t_rev
37.79999999999927,True,2,3
37.79999999999927,True,2,1
37.79999999999927,True,2,2
37.79999999999927,True,2,1
37.79999999999927,True,2,2
37.79999999999927,True,2,5
37.80000000000109,True,1,6
37.80000000000291,True,2,1
37.80000000000291,True,2,3
37.80000000000291,True,2,1
37.80000000000291,True,2,1
37.80000000000291,True,2,1
37.899999999999636,True,1,2
37.899999999999636,True,1,3
37.899999999999636,True,1,7
37.999999999992724,True,2,2
37.999999999992724,True,2,4
37.999999999992724,True,2,1
37.99999999999636,True,1,1
37.99999999999636,True,2,2
37.99999999999636,True,2,5
37.99999999999818,True,1,2
38.0,True,2,1
38.0,True,1,4
38.0,True,2,1
38.0,True,2,6
38.0,True,2,1
38.0,True,2,3
38.0,True,2,2
38.0,True,2,1
38.0,True,2,1
38.0,True,1,1
38.0,True,2,1
38.0,True,2,2
38.0,True,2,1
38.0,True,2,2
38.0,True,2,1
38.0,True,2,3
38.0,True,1,1
38.0,True,1,1
38.0,True,1,2
38.0,True,1,2
38.0,True,1,2
38.0,True,1,1
38.0,True,2,1
38.0,True,2,9
38.0,True,2,4
38.0,True,2,1
38.0,True,1,5
38.0,True,2,1
38.0,True,2,1
38.0,True,1,1
38.0,True,1,33
38.0,True,2,2
38.0,True,1,7
38.0,True,2,1
38.0,True,2,2
38.0,True,2,2
38.0,True,2,4
38.0,True,1,1
38.0,True,1,2
38.0,True,1,5
38.0,True,2,2
38.0,True,1,1
38.0,True,1,1
38.0,True,2,8
38.0,True,2,1
38.0,True,2,2
38.0,True,2,1
38.0,True,2,3
38.0,True,1,1
38.0,True,2,1
38.0,True,2,3
38.0,True,2,2
38.0,True,2,1
38.0,True,2,2
38.0,True,2,2
38.0,True,2,4
38.0,True,2,2
38.0,True,2,1
38.0,True,1,7
38.0,True,2,1
38.0,True,1,1
38.0,True,2,2
38.0,True,2,2
38.0,True,2,1
38.0,True,2,3
38.0,True,2,2
38.0,True,2,1
38.0,True,2,1
38.0,True,1,1
38.0,True,1,1
38.0,True,2,1
38.0,True,2,12
38.0,True,1,1
38.0,True,2,1
38.0,True,1,2
38.0,True,2,6
38.0,True,2,1
38.0,True,2,1
38.0,True,2,2
38.0,True,1,1
38.0,True,2,2
38.0,True,2,1
38.0,True,2,2
38.0,True,2,1
38.0,True,2,1
38.0,True,2,4
38.0,True,2,1
38.00000000000091,True,1,2
38.00000000000182,True,1,122
38.00000000000182,True,1,1
38.00000000000182,True,1,1
38.00000000000364,True,2,2
38.00000000000364,True,2,1
38.00000000000364,True,2,1
38.00000000000364,True,2,4
38.099999999998545,True,1,3
38.19999999999709,True,2,5
38.19999999999709,True,2,1
38.19999999999891,True,1,1
38.19999999999891,True,1,18
38.20000000000073,True,2,3
38.20000000000073,True,2,2
38.20000000000073,True,2,1
38.20000000000073,True,2,4
38.20000000000073,True,2,1
38.200000000004366,True,2,10
38.200000000004366,True,2,1
38.39999999999782,True,2,1
38.39999999999782,True,2,3
38.39999999999782,True,2,2
38.400000000001455,True,2,1
38.400000000001455,True,2,1
38.400000000001455,True,2,1
38.400000000001455,True,2,9
38.400000000001455,True,2,2
38.400000000001455,True,2,4
38.40000000000509,True,2,2
38.49999999999818,True,1,3
38.50000000000182,True,1,1
38.599999999998545,True,2,3
38.599999999998545,True,1,29
38.599999999998545,True,2,1
38.599999999998545,True,2,1
38.599999999998545,True,2,1
38.599999999998545,True,2,1
38.599999999998545,True,2,2
38.600000000000364,True,1,2
38.600000000000364,True,1,1054
38.60000000000218,True,2,1
38.60000000000218,True,2,1
38.60000000000218,True,2,2
38.69999999999891,True,1,1
38.70000000000073,True,1,11
38.799999999995634,True,2,2
38.799999999995634,True,2,4
38.79999999999927,True,2,1
38.79999999999927,True,2,7
38.79999999999927,True,2,1
38.79999999999927,True,2,1
38.80000000000109,True,1,3
38.80000000000291,True,2,2
38.80000000000291,True,2,2
38.80000000000291,True,2,3
38.80000000000291,True,2,3
38.80000000000291,True,2,1
38.899999999999636,True,1,3
38.99999999999636,True,2,1
38.99999999999636,True,2,2
38.99999999999636,True,1,1
38.99999999999636,True,2,1
39.0,True,1,1
39.0,True,1,2
39.0,True,1,1
39.0,True,1,1
39.0,True,1,7
39.0,True,2,2
39.0,True,1,23
39.0,True,1,2
39.0,True,1,6
39.0,True,2,2
39.0,True,1,2
39.0,True,1,4
39.0,True,1,1
39.0,True,1,1
39.0,True,1,1
39.0,True,2,1
39.0,True,1,1
39.0,True,1,1
39.0,True,1,1
39.0,True,1,1
39.0,True,1,1
39.0,True,2,1
39.0,True,1,5
39.0,True,1,2
39.0,True,1,3
39.0,True,1,3
39.00000000000182,True,1,2
39.00000000000364,True,2,1
39.00000000000364,True,2,3
39.00000000000364,True,2,2
39.100000000000364,True,1,1
39.100000000000364,True,1,1
39.100000000000364,True,1,1
39.100000000000364,True,1,1
39.100000000000364,True,1,19
39.19999999999709,True,2,1
39.19999999999709,True,2,3
39.20000000000073,True,2,2
39.20000000000073,True,2,1
39.20000000000073,True,2,3
39.20000000000073,True,2,1
39.200000000004366,True,2,2
39.39999999999782,True,2,1
39.39999999999782,True,1,2
39.39999999999782,True,2,5
39.39999999999782,True,2,2
39.399999999999636,True,1,21
39.399999999999636,True,1,2
39.400000000001455,True,2,1
39.400000000001455,True,2,1
39.400000000001455,True,2,1
39.400000000001455,True,1,2
39.400000000001455,True,2,1
39.400000000001455,True,1,2
39.59999999999491,True,2,1
39.59999999999491,True,2,2
39.599999999998545,True,2,1
39.600000000000364,True,1,2
39.600000000000364,True,1,4
39.60000000000218,True,2,6
39.60000000000218,True,2,1
39.60000000000218,True,2,1
39.69999999999891,True,1,4
39.70000000000073,True,1,4
39.70000000000073,True,1,1
39.70000000000073,True,1,19
39.79999999999927,True,1,2
39.79999999999927,True,1,1
39.79999999999927,True,2,6
39.80000000000109,True,1,1
39.80000000000291,True,2,1
39.999999999992724,True,2,2
39.99999999999636,False,1,-1
40.0,True,1,1
40.0,True,2,2
40.0,True,2,1
40.0,True,2,1
40.0,True,2,1
40.0,True,2,2
40.0,True,2,1
40.0,True,2,2
40.0,True,2,1
40.0,True,2,1
40.0,True,1,1
40.0,True,2,1
40.0,True,1,1
40.0,True,1,2
40.0,True,2,1
40.0,True,2,1
40.0,True,2,4
40.0,True,1,1
40.0,True,2,1
40.0,True,1,1
40.0,True,1,1
40.0,True,2,1
40.0,True,2,2
40.0,True,1,2
40.0,True,1,1
40.0,True,1,3
40.0,True,2,1
40.0,False,1,-1
40.0,True,1,1
40.0,True,2,1
40.0,True,2,1
40.0,True,2,1
40.0,True,2,12
40.0,True,2,1
40.0,True,2,1
40.0,True,2,1
40.0,True,1,1
40.0,True,2,1
40.0,True,2,1
40.0,True,1,1
40.0,True,2,2
40.0,True,2,2
40.0,True,2,2
40.0,True,2,1
40.0,True,1,6
40.0,True,2,1
40.0,True,2,1
40.0,True,2,3
40.0,True,2,1
40.0,True,2,1
40.0,True,2,3
40.0,True,2,1
40.0,True,2,3
40.0,True,1,2
40.0,True,1,2
40.0,True,2,1
40.0,True,2,3
40.0,True,2,1
40.0,True,2,2
40.0,True,2,1
40.0,True,2,4
40.0,True,2,1
40.0,True,2,1
40.0,True,2,1
40.0,True,1,5
40.0,True,2,1
40.0,True,2,1
40.0,True,2,8
40.0,True,2,3
40.0,True,1,1
40.0,True,2,2
40.0,True,2,3
40.0,True,2,3
40.0,True,1,1
40.0,True,2,1
40.0,True,2,2
40.0,True,2,3
40.0,True,2,1
40.0,True,1,1
40.0,True,2,1
40.0,True,1,2
40.0,True,2,1
40.0,True,2,1
40.0,True,1,3
40.0,True,1,2
40.0,True,2,1
40.0,True,2,1
40.0,True,2,5
40.00000000000182,True,1,3
40.00000000000182,True,1,1
40.00000000000182,True,1,1
40.00000000000182,True,1,2
40.00000000000364,True,2,1
40.00000000000364,True,2,1
40.099999999998545,False,1,-1
40.099999999998545,True,1,3
40.099999999998545,True,1,4
40.100000000000364,True,1,16
40.100000000000364,True,1,1
40.100000000000364,True,1,68
40.19999999999709,True,2,6
40.19999999999709,True,2,1
40.19999999999709,True,2,1
40.19999999999709,True,2,1
40.19999999999891,True,1,5
40.19999999999891,True,1,1
40.20000000000073,True,2,2
40.20000000000073,True,2,7
40.20000000000073,True,1,3
40.20000000000073,True,1,2
40.20000000000073,True,2,2
40.200000000004366,True,2,1
40.200000000004366,True,2,2
40.200000000004366,True,2,2
40.29999999999927,True,1,13
40.29999999999927,True,1,2
40.39999999999782,True,2,1
40.39999999999782,True,2,2
40.39999999999782,True,2,9
40.400000000001455,True,2,3
40.400000000001455,True,2,4
40.400000000001455,True,1,2
40.400000000001455,True,1,7
40.40000000000509,True,2,1
40.5,True,1,2
40.50000000000182,True,1,1
40.599999999998545,True,2,1
40.599999999998545,True,2,5
40.599999999998545,True,2,1
40.599999999998545,True,2,2
40.599999999998545,True,1,1
40.60000000000218,True,2,3
40.60000000000218,True,2,1
40.60000000000218,True,2,1
40.799999999995634,True,2,2
40.799999999995634,True,2,1
40.799999999995634,True,2,1
40.79999999999927,True,2,5
40.79999999999927,True,2,1
40.79999999999927,True,2,2
40.80000000000291,True,2,1
40.80000000000291,True,2,2
40.80000000000291,True,2,2
40.80000000000291,True,2,1
40.99999999999818,True,1,1
41.0,True,1,1
41.0,True,2,3
41.0,True,1,2
41.0,True,1,1
41.0,True,1,2
41.0,True,1,2
41.0,True,1,1
41.0,True,1,1
41.0,True,1,6
41.0,True,1,3
41.0,True,1,1
41.0,True,1,2
41.0,True,1,1
41.0,False,1,-1
41.0,True,1,2
41.0,True,2,1
41.0,True,1,2
41.0,True,1,2
41.0,True,1,3
41.0,True,2,1
41.0,True,1,1
41.0,True,1,18
41.0,True,1,2
41.0,True,2,4
41.0,True,1,1
41.0,True,1,1
41.00000000000364,True,2,3
41.00000000000364,True,2,3
41.00000000000364,True,2,1
41.00000000000364,True,2,2
41.099999999998545,True,1,34
41.19999999999709,True,2,1
41.20000000000073,True,2,1
41.20000000000073,True,2,5
41.200000000004366,True,2,4
41.200000000004366,True,2,2
41.29999999999927,True,1,1
41.30000000000109,True,1,1
41.30000000000109,True,1,51
41.39999999999782,True,2,2
41.39999999999782,True,2,11
41.39999999999782,True,2,2
41.39999999999782,True,2,4
41.39999999999782,True,2,3
41.39999999999782,True,2,2
41.400000000001455,True,2,1
41.400000000001455,True,2,1
41.400000000001455,True,2,1
41.400000000001455,True,2,3
41.50000000000182,True,1,4
41.599999999998545,True,2,1
41.599999999998545,True,2,1
41.599999999998545,True,2,1
41.599999999998545,True,2,12
41.60000000000218,True,2,1
41.60000000000218,True,2,2
41.60000000000218,True,2,4
41.60000000000218,True,2,9
41.60000000000218,True,2,2
41.60000000000218,True,1,3
41.60000000000218,True,2,8
41.60000000000218,True,1,2
41.69999999999891,True,1,14
41.70000000000073,True,1,2
41.70000000000073,True,1,2
41.79999999999927,True,1,1
41.79999999999927,True,2,2
41.79999999999927,True,2,1
41.79999999999927,True,2,3
41.79999999999927,True,2,4
41.80000000000109,True,1,4
41.80000000000109,True,1,25
41.80000000000291,True,2,3
41.80000000000291,True,2,2
41.899999999999636,True,1,458
41.99999999999636,True,2,11
41.99999999999636,True,2,1
41.99999999999636,True,2,1
41.99999999999636,True,2,1
41.99999999999818,True,1,2
41.99999999999818,True,1,3
41.99999999999818,True,2,1
42.0,True,2,1
42.0,True,2,3
42.0,True,2,3
42.0,True,2,1
42.0,True,1,1
42.0,True,2,2
42.0,True,2,2
42.0,True,2,1
42.0,True,1,1
42.0,True,2,2
42.0,True,2,1
42.0,True,2,4
42.0,True,2,1
42.0,True,2,6
42.0,True,2,3
42.0,True,2,2
42.0,True,1,1
42.0,True,2,1
42.0,True,2,1
42.0,True,2,2
42.0,True,1,1
42.0,True,2,1
42.0,True,2,2
42.0,True,2,1
42.0,True,2,1
42.0,True,2,2
42.0,True,2,2
42.0,True,1,341
42.0,True,2,1
42.0,True,1,1
42.0,True,2,1
42.0,True,1,2
42.0,True,2,4
42.0,True,2,3
42.0,True,2,1
42.0,True,2,1
42.0,True,1,3
42.0,True,2,4
42.0,True,2,1
42.0,True,1,13
42.0,True,2,4
42.0,True,2,2
42.0,True,1,1
42.0,True,2,1
42.0,True,2,1
42.0,True,2,2
42.0,True,1,2
42.0,True,2,1
42.0,True,2,1
42.0,True,2,2
42.0,True,2,2
42.0,True,2,2
42.0,True,2,5
42.0,True,2,1
42.0,True,2,3
42.0,True,1,125
42.0,True,2,1
42.0,True,2,2
42.0,True,2,7
42.0,True,2,3
42.0,True,2,2
42.0,True,2,2
42.0,True,2,3
42.0,True,2,2
42.0,True,2,1
42.0,True,2,2
42.0,True,2,1
42.0,True,2,4
42.0,True,1,16
42.0,True,2,1
42.0,True,2,2
42.0,True,2,10
42.0,True,2,1
42.0,True,1,3
42.0,True,2,2
42.0,True,1,3
42.0,True,2,2
42.0,True,2,4
42.0,True,2,1
42.0,True,2,1
42.0,True,2,4
42.0,True,2,1
42.0,True,2,1
42.0,True,2,1
42.00000000000182,True,1,3
42.00000000000364,True,1,1
42.00000000000364,True,1,1
42.00000000000364,True,1,1
42.000000000007276,True,2,1
42.000000000007276,True,2,1
42.000000000007276,True,2,3
42.100000000000364,True,1,3
42.100000000000364,True,1,1
42.100000000000364,True,1,5
42.19999999999709,True,2,4
42.19999999999709,True,2,1
42.19999999999709,True,2,1
42.19999999999709,True,2,1
42.29999999999927,True,1,1
42.30000000000109,True,1,1
42.39999999999782,True,2,1
42.39999999999782,True,2,2
42.39999999999782,True,2,1
42.400000000001455,True,1,2
42.400000000001455,True,2,1
42.400000000001455,True,1,2
42.40000000000509,True,2,6
42.40000000000509,True,2,2
42.40000000000509,True,2,22
42.49999999999818,True,1,2
42.599999999998545,True,2,1
42.599999999998545,True,2,2
42.599999999998545,True,2,1
42.599999999998545,True,2,2
42.599999999998545,True,2,3
42.599999999998545,True,2,2
42.599999999998545,True,2,4
42.599999999998545,True,2,1
42.599999999998545,True,2,1
42.60000000000218,True,2,5
42.60000000000218,True,2,1
42.69999999999891,True,1,110
42.799999999995634,True,2,1
42.79999999999927,True,2,1
42.79999999999927,True,2,2
42.79999999999927,True,2,367
42.79999999999927,True,2,10
42.79999999999927,True,2,2
42.79999999999927,True,1,2
42.79999999999927,True,2,7
42.80000000000291,True,2,2
42.80000000000291,True,2,1
42.89999999999782,True,1,6
42.99999999999636,True,2,1
42.99999999999636,True,2,3
42.99999999999818,True,1,6
42.99999999999818,True,1,4
43.0,True,1,2
43.0,True,1,17
43.0,True,1,1
43.0,True,1,4
43.0,True,1,1
43.0,True,1,1
43.0,True,2,2
43.0,True,1,4
43.0,True,1,1
43.0,True,1,3
43.0,True,1,7
43.0,True,1,1
43.0,True,1,1
43.0,True,1,1
43.0,True,1,2
43.0,True,2,2
43.0,True,2,3
43.0,True,1,1
43.0,True,1,5
43.0,True,1,1
43.0,True,1,1
43.0,True,1,1
43.0,True,1,1
43.0,True,1,4
43.0,True,1,59
43.00000000000182,True,1,4
43.00000000000182,True,1,2
43.00000000000364,True,2,2
43.00000000000364,True,2,61
43.099999999998545,True,1,3
43.19999999999709,True,2,10
43.19999999999709,True,2,1
43.19999999999891,True,1,2
43.20000000000073,True,1,1
43.20000000000073,True,2,2
43.20000000000073,True,2,4
43.20000000000073,True,2,2
43.20000000000073,True,1,1
43.200000000004366,True,2,1
43.29999999999927,True,1,1
43.29999999999927,True,1,1
43.30000000000109,True,1,159
43.39999999999782,True,2,1
43.39999999999782,True,2,1
43.399999999999636,True,1,3
43.400000000001455,True,2,2
43.400000000001455,True,2,7
43.400000000001455,True,2,2
43.400000000001455,True,2,5
43.400000000001455,True,2,1
43.400000000001455,True,2,1
43.49999999999818,True,1,2
43.5,True,1,1
43.59999999999491,True,2,8
43.599999999998545,True,2,2
43.599999999998545,True,2,2
43.599999999998545,True,2,1
43.599999999998545,True,2,1
43.60000000000218,True,2,2
43.60000000000218,True,2,3
43.60000000000218,True,2,2
43.60000000000218,True,2,2
43.69999999999891,True,1,11
43.79999999999927,True,1,21
43.80000000000109,True,1,24
43.80000000000291,True,2,2
43.80000000000291,True,2,1
43.80000000000291,True,2,4
43.99999999999636,True,2,2
43.99999999999636,True,2,4
43.99999999999636,True,2,1
43.99999999999636,True,2,5
43.99999999999636,True,2,1
43.99999999999636,True,2,1
43.99999999999636,True,2,1
43.99999999999636,True,2,1
43.99999999999636,True,2,1
43.99999999999636,True,2,2
43.99999999999636,True,2,1
43.99999999999818,True,1,2
43.99999999999818,True,1,2
43.99999999999818,True,1,5
43.99999999999818,True,1,1
43.99999999999818,True,1,37
44.0,True,2,3
44.0,True,1,4
44.0,True,2,3
44.0,True,2,1
44.0,True,2,1
44.0,True,2,5
44.0,True,2,3
44.0,True,2,2
44.0,True,1,2
44.0,True,2,10
44.0,True,2,2
44.0,True,2,1
44.0,True,2,8
44.0,True,2,3
44.0,True,2,2
44.0,True,2,5
44.0,True,2,1
44.0,True,2,2
44.0,True,2,2
44.0,True,1,1
44.0,True,2,1
44.0,True,1,1
44.0,True,1,4
44.0,True,2,2
44.0,True,2,1
44.0,True,2,1
44.0,True,2,2
44.0,True,2,2
44.0,True,1,1
44.0,True,2,2
44.0,True,2,8
44.0,True,1,8
44.0,True,2,1
44.0,True,2,2
44.0,True,2,2
44.0,True,2,2
44.0,True,2,5
44.0,True,2,1
44.0,True,2,2
44.0,True,2,1
44.0,True,2,1
44.0,True,2,1
44.0,True,2,1
44.0,True,2,1
44.0,True,2,3
44.0,True,2,3
44.0,True,2,4
44.0,True,2,1
44.0,True,2,3
44.0,True,1,11
44.0,True,2,2
44.0,True,2,2
44.0,True,2,1
44.0,True,2,1
44.0,True,2,1
44.0,True,2,1
44.0,True,2,10
44.0,True,2,2
44.0,True,2,7
44.0,True,2,3
44.0,True,2,1
44.0,True,2,2
44.0,True,2,5
44.0,True,2,14
44.0,True,2,1
44.0,True,2,3
44.0,True,2,15
44.00000000000182,True,1,3
44.00000000000182,True,1,1
44.00000000000182,True,2,4
44.00000000000182,True,2,2
44.00000000000182,True,1,2
44.00000000000364,True,2,1
44.00000000000364,True,2,5
44.000000000007276,True,2,1
44.100000000000364,True,1,49
44.100000000000364,True,1,2
44.20000000000073,True,2,1
44.20000000000073,True,2,1
44.20000000000073,True,2,1
44.20000000000073,True,2,1
44.20000000000073,True,2,2
44.39999999999782,True,2,1
44.39999999999782,True,2,1
44.39999999999782,True,2,12
44.39999999999782,True,2,1
44.39999999999782,True,2,1
44.399999999999636,True,1,6
44.400000000001455,True,2,4
44.400000000001455,True,2,1
44.40000000000509,True,2,5
44.40000000000509,True,2,2
44.49999999999818,True,1,2
44.599999999998545,True,2,2
44.599999999998545,True,2,1
44.599999999998545,True,2,1
44.599999999998545,True,2,2
44.599999999998545,True,2,1
44.60000000000218,True,2,2
44.60000000000218,True,2,5
44.60000000000218,True,2,2
44.69999999999891,True,1,3
44.69999999999891,True,1,2
44.79999999999927,True,2,1
44.79999999999927,True,1,7
44.79999999999927,True,2,2
44.79999999999927,True,2,4
44.79999999999927,True,2,1
44.79999999999927,True,2,4
44.79999999999927,True,2,3
44.80000000000291,True,2,1
44.80000000000291,True,2,2
44.80000000000291,True,2,2
44.80000000000291,True,2,10
44.899999999999636,True,1,18
44.899999999999636,True,1,18
44.99999999999636,True,2,2
44.99999999999818,True,1,1
44.99999999999818,True,1,1
44.99999999999818,True,1,1
44.99999999999818,True,1,2
45.0,True,3,1
45.0,True,3,4
45.0,True,3,1
45.0,True,3,6
45.0,True,3,1
45.0,True,3,1
45.0,True,3,1
45.0,True,1,5
45.0,True,3,1
45.0,True,1,1
45.0,True,1,1
45.0,True,1,116
45.0,True,1,53
45.0,True,3,1
45.0,True,1,1
45.0,True,3,2
45.0,True,3,1
45.0,True,3,1
45.0,True,3,1
45.0,True,3,1
45.0,True,3,2
45.0,True,3,2
45.0,True,3,1
45.0,True,3,1
45.0,True,1,2
45.0,True,3,4
45.0,True,3,2
45.0,True,3,2
45.0,True,3,2
45.0,True,3,1
45.0,True,3,1
45.0,True,3,1
45.0,True,3,1
45.0,True,2,2
45.0,True,3,1
45.0,True,3,3
45.0,True,3,1
45.0,True,3,1
45.0,True,3,1
45.0,True,3,2
45.0,True,3,2
45.0,True,1,1
45.0,True,3,1
45.0,True,3,1
45.0,True,1,1
45.0,True,1,1
45.0,True,3,1
45.0,True,3,2
45.0,True,1,1
45.0,True,2,2
45.0,True,2,6
45.0,True,1,88
45.0,True,3,1
45.0,True,3,6
45.0,True,2,2
45.0,True,1,1
45.0,True,3,2
45.0,True,1,1
45.0,True,1,2
45.0,True,2,23
45.0,True,1,2
45.0,True,3,3
45.0,True,1,6
45.00000000000182,True,1,39
45.00000000000182,True,1,2
45.00000000000182,True,1,3
45.00000000000182,True,1,6
45.00000000000182,True,1,1
45.00000000000182,True,1,5
45.00000000000364,True,2,1
45.00000000000546,True,3,1
45.00000000000546,True,3,1
45.00000000000546,True,3,2
45.00000000000546,True,3,4
45.00000000000546,True,3,2
45.00000000000546,True,3,1
45.00000000000546,True,3,2
45.00000000000546,True,3,1
45.00000000000546,True,3,1
45.099999999996726,True,1,1
45.100000000000364,True,1,42
45.100000000000364,True,1,5
45.19999999999709,True,2,1
45.19999999999709,True,2,1
45.19999999999709,True,2,1
45.19999999999709,True,2,3
45.19999999999891,True,1,5
45.20000000000073,True,2,1
45.20000000000073,True,2,1
45.200000000004366,True,2,1
45.299999999995634,True,3,1
45.30000000000109,True,3,2
45.30000000000109,True,3,3
45.30000000000109,True,3,2
45.30000000000655,True,3,1
45.39999999999782,True,2,4
45.39999999999782,True,2,5
45.39999999999782,True,2,2
45.399999999999636,True,1,1
45.400000000001455,True,2,1
45.400000000001455,True,2,1
45.400000000001455,True,2,1
45.49999999999818,True,1,25
45.5,True,1,2
45.599999999996726,True,3,2
45.599999999996726,True,3,3
45.599999999996726,True,3,2
45.599999999998545,True,2,2
45.599999999998545,True,2,2
45.599999999998545,True,1,311
45.599999999998545,True,2,5
45.599999999998545,True,2,2
45.600000000000364,True,1,2
45.600000000000364,True,1,176
45.60000000000218,True,2,3
45.60000000000218,True,3,1
45.60000000000218,True,3,1
45.60000000000218,True,3,2
45.60000000000218,True,2,1
45.60000000000218,True,2,5
45.60000000000218,True,2,2
45.60000000000218,True,2,4
45.60000000000218,True,2,2
45.60000000000218,True,2,3
45.60000000000218,True,3,4
45.60000000000764,True,3,1
45.60000000000764,True,3,1
45.69999999999891,True,1,3
45.79999999999927,True,1,7
45.79999999999927,True,2,2
45.79999999999927,True,2,1
45.89999999999782,True,3,1
45.89999999999782,True,3,4
45.89999999999782,True,3,1
45.89999999999782,True,3,3
45.900000000001455,True,1,18
45.900000000001455,True,1,4
45.900000000003274,True,3,1
45.900000000003274,True,3,1
45.900000000003274,True,3,2
45.900000000003274,True,3,1
45.900000000003274,True,3,2
45.99999999999636,True,2,1
45.99999999999636,True,2,2
45.99999999999636,True,2,3
45.99999999999636,True,2,1
45.99999999999636,True,2,1
45.99999999999636,True,2,3
45.99999999999636,True,2,2
45.99999999999636,True,2,5
45.99999999999636,True,2,1
45.99999999999636,True,2,3
45.99999999999636,True,2,1
45.99999999999818,True,1,2
45.99999999999818,True,2,1
45.99999999999818,True,1,1
45.99999999999818,True,1,3
45.99999999999818,True,1,2
45.99999999999818,True,1,2
46.0,True,2,1
46.0,True,2,1
46.0,True,2,2
46.0,True,2,1
46.0,True,2,1
46.0,True,1,1
46.0,True,1,1
46.0,True,2,1
46.0,True,2,1
46.0,True,1,1
46.0,True,1,1
46.0,True,1,1
46.0,True,2,2
46.0,True,2,2
46.0,True,1,2
46.0,True,2,3
46.0,True,1,6
46.0,True,1,1
46.0,True,2,2
46.0,True,2,1
46.0,True,2,6
46.0,True,2,2
46.0,True,1,2
46.0,True,2,1
46.0,True,2,3
46.0,True,2,3
46.0,True,2,1
46.0,True,2,6
46.0,True,2,4
46.0,True,1,5
46.0,True,1,1
46.0,True,1,1
46.0,True,2,6
46.0,True,2,2
46.0,True,2,3
46.0,True,1,2
46.0,True,2,2
46.0,True,2,2
46.0,True,1,1
46.0,True,2,3
46.0,True,2,5
46.0,True,1,3
46.0,True,2,1
46.0,True,2,1
46.0,True,1,32
46.0,True,2,2
46.0,True,2,1
46.0,True,2,4
46.0,True,2,3
46.0,True,2,6
46.0,True,2,3
46.0,True,2,1
46.0,True,2,1
46.0,True,2,2
46.0,True,2,1
46.0,True,2,3
46.00000000000182,True,1,3
46.00000000000182,True,1,1
46.00000000000364,True,2,5
46.00000000000364,True,2,1
46.00000000000364,True,2,1
46.00000000000364,True,2,2
46.000000000007276,True,2,2
46.000000000007276,True,2,3
46.000000000007276,True,2,1
46.19999999999345,True,3,3
46.19999999999345,True,3,1
46.19999999999709,True,2,1
46.19999999999709,True,2,1
46.19999999999891,True,3,3
46.19999999999891,True,3,1
46.20000000000073,True,1,1
46.20000000000073,True,2,2
46.20000000000073,True,2,2
46.20000000000073,True,1,2
46.20000000000073,True,2,1
46.20000000000073,True,2,2
46.30000000000109,True,1,3
46.39999999999782,True,2,1
46.39999999999782,True,2,1
46.400000000001455,True,2,2
46.400000000001455,True,2,3
46.40000000000509,True,2,3
46.49999999999454,True,3,1
46.49999999999454,True,3,2
46.49999999999454,True,3,2
46.49999999999454,True,3,2
46.5,True,1,7
46.5,True,3,3
46.5,True,3,2
46.5,True,3,1
46.50000000000546,True,3,1
46.599999999998545,True,2,2
46.599999999998545,True,2,2
46.599999999998545,True,2,3
46.599999999998545,True,2,3
46.599999999998545,True,2,3
46.599999999998545,True,2,7
46.599999999998545,True,2,1
46.60000000000218,True,2,2
46.60000000000218,True,2,5
46.60000000000582,True,2,1
46.60000000000582,True,2,12
46.70000000000073,True,1,1
46.79999999999927,True,2,11
46.79999999999927,True,2,1
46.79999999999927,True,2,3
46.79999999999927,True,2,1
46.79999999999927,True,2,1
46.80000000000109,True,3,2
46.80000000000109,True,3,2
46.80000000000109,True,1,2
46.80000000000109,True,3,1
46.80000000000291,True,2,3
46.99999999999636,True,2,12
46.99999999999636,True,2,2
46.99999999999636,True,2,1
46.99999999999818,True,1,5
46.99999999999818,True,1,5
46.99999999999818,True,1,5
46.99999999999818,True,1,1
47.0,True,1,1
47.0,True,1,16
47.0,True,1,2
47.0,True,1,1
47.0,True,1,2
47.0,True,1,2
47.0,True,1,2
47.0,True,1,1
47.0,True,2,14
47.0,True,1,1
47.0,True,1,1
47.0,True,1,1
47.0,True,2,1
47.0,True,1,2
47.0,True,1,1
47.0,True,1,5
47.0,True,1,1
47.0,True,1,1
47.0,True,1,3
47.0,True,1,7
47.00000000000182,True,1,1
47.00000000000182,True,1,1
47.00000000000364,True,2,10
47.099999999996726,True,3,1
47.10000000000218,True,3,3
47.10000000000218,True,3,1
47.10000000000218,True,3,1
47.10000000000218,True,3,1
47.10000000000218,True,3,4
47.19999999999709,True,2,3
47.19999999999709,True,2,1
47.19999999999709,True,2,3
47.20000000000073,True,2,5
47.20000000000073,True,2,2
47.20000000000073,True,2,2
47.200000000004366,True,2,6
47.200000000004366,True,2,2
47.29999999999927,True,1,4
47.29999999999927,True,1,29
47.29999999999927,True,1,1
47.29999999999927,True,1,52
47.39999999999782,True,3,1
47.39999999999782,True,3,2
47.39999999999782,True,2,5
47.39999999999782,True,2,2
47.400000000001455,True,2,3
47.400000000001455,True,2,2
47.400000000003274,True,3,1
47.40000000000873,True,3,1
47.599999999998545,True,2,17
47.599999999998545,True,2,6
47.600000000000364,True,1,29
47.60000000000218,True,2,2
47.60000000000218,True,2,2
47.60000000000218,True,2,3
47.60000000000218,True,2,1
47.60000000000218,True,2,4
47.60000000000218,True,2,12
47.69999999999891,True,3,6
47.69999999999891,True,3,9
47.69999999999891,True,3,1
